scenario                           , metric                                 , definition                                                                                                         , unit        , n , mean                , std                   , median              , q1                  , q3                  , min                 , max                 , method_note                                                                                                                                                                                                                                                                                                                        , builder_version    , input_fingerprint_sha256                                        , statistical_unit, aggregation_method
Stop_Copy_4T                       , downtime_transferred_gib               , RAM transferred while the VM was stopped.                                                                          , GiB         , 10, 1.7835595154203474  , 0.012853072663356403  , 1.7834424246102571  , 1.774852872127667   , 1.7890620273537934  , 1.7639884045347571  , 1.80938748922199    ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , transfer_amplification                 , Total transferred RAM divided by configured guest RAM.                                                             , x guest RAM , 10, 0.2229939192067832  , 0.0016066314009982006 , 0.22297928319312632 , 0.22190558942384087 , 0.2236817364464514  , 0.22054753068368882 , 0.22622240241616964 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , active_dirty_sample_count              , Number of positive dirty-pages-rate samples in active or postcopy-active QMP states.                               , samples     , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , median_active_transfer_mib_s           , "Median positive QEMU RAM transfer rate across active and postcopy-active samples, converted from Mbit/s to MiB/s.", MiB/s       , 10, 129.00230169296265  , 9.754787704825582e-05 , 129.00232315063474  , 129.00229096412656  , 129.00232315063474  , 129.0021514892578   , 129.00249481201172  , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , active_transfer_sample_count           , Number of positive RAM-transfer-rate samples in active or postcopy-active QMP states.                              , samples     , 10, 69.4                , 0.5163977794943222    , 69.0                , 69.0                , 70.0                , 69.0                , 70.0                , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , qemu_completed_transfer_rate_mib_s     , QEMU completed-state whole-migration RAM transfer rate converted from Mbit/s to MiB/s.                             , MiB/s       , 10, 129.98514015835357  , 0.30302269642037094   , 129.9004081890975   , 129.74221713138277  , 130.3087565307822   , 129.57265843203604  , 130.35274289878896  , Taken only from the completed QMP state carrying RAM counters; this whole-migration average is not mixed with active interval samples.                                                                                                                                                                                             , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , dirty_sync_count                       , Final QEMU dirty-sync-count.                                                                                       , count       , 10, 3.0                 , 0.0                   , 3.0                 , 3.0                 , 3.0                 , 3.0                 , 3.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , postcopy_page_requests                 , Final QEMU postcopy-requests counter.                                                                              , requests    , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , migration_end_minus_benchmark_end_s    , Migration end minus benchmark end; positive values mean migration outlasted the workload.                          , s           , 10, -85.648070925301    , 3.76861543542158      , -87.12453930200171  , -87.23715695075134  , -84.94012798575022  , -91.63604371900146  , -78.38423269000123  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , pre_avg_latency_ms                     , Mean reported average latency in the pre-event window.                                                             , ms          , 10, 6.91228225          , 0.15828060591298135   , 6.90647075          , 6.787505625         , 7.045402874999999   , 6.71255             , 7.131665000000001   , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , pre_p99_latency_ms                     , Mean reported p99 latency in the pre-event window.                                                                 , ms          , 10, 23.85148            , 0.8047505352592197    , 24.0362             , 23.6412             , 24.3324             , 22.3294             , 24.7446             , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , pre_buffer_hit_pct                     , Pooled PostgreSQL buffer hit ratio in the pre-event window.                                                        , %           , 10, 88.71587627880919   , 0.07414608693040488   , 88.70988438461782   , 88.6561578990304    , 88.76694979167841   , 88.60191217396158   , 88.82367034020125   , PostgreSQL hit/read deltas are pooled within each run before scenario aggregation.                                                                                                                                                                                                                                                 , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , service_interruption_s                 , Mechanism-specific host-side service interruption.                                                                 , s           , 10, 14.4886485144998    , 0.1112242495382124    , 14.413485458499053  , 14.403460914997595  , 14.607659818499087  , 14.389898371002346  , 14.645157273000223  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , stopcopy_operations_before_pause       , Maximum cumulative YCSB operations before the stop-copy pause.                                                     , operations  , 10, 136380.2            , 1272.8884737739857    , 135982.5            , 135612.0            , 137399.25           , 134185.0            , 138160.0            ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Stop_Copy_4T                       , post_resume_host_throughput_ops_s      , Host-time average throughput after stop-copy destination resumption.                                               , operations/s, 10, 1333.6750104002876  , 48.09404554109231     , 1318.2638928875995  , 1313.3694969705687  , 1342.6044348612886  , 1268.3153769575545  , 1432.7285199093403  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , threads                                , Configured YCSB worker-thread count.                                                                               , threads     , 10, 16.0                , 0.0                   , 16.0                , 16.0                , 16.0                , 16.0                , 16.0                ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , operation_count_configured             , Configured YCSB operation count.                                                                                   , operations  , 10, 500000.0            , 0.0                   , 500000.0            , 500000.0            , 500000.0            , 500000.0            , 500000.0            ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , read_proportion                        , Configured YCSB read-operation proportion.                                                                         , proportion  , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , update_proportion                      , Configured YCSB update-operation proportion.                                                                       , proportion  , 10, 1.0                 , 0.0                   , 1.0                 , 1.0                 , 1.0                 , 1.0                 , 1.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , postcopy_delay_s                       , Configured delay before requesting post-copy.                                                                      , s           , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , guest_memory_gib                       , Configured guest memory.                                                                                           , GiB         , 10, 8.0                 , 0.0                   , 8.0                 , 8.0                 , 8.0                 , 8.0                 , 8.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , ycsb_total_operations                  , Maximum cumulative YCSB operation count.                                                                           , operations  , 10, 500000.0            , 0.0                   , 500000.0            , 500000.0            , 500000.0            , 500000.0            , 500000.0            ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , benchmark_runtime_host_s               , Host-side interval from benchmark start to benchmark end.                                                          , s           , 10, 213.24713810589984  , 1.322567156404306     , 213.62067475250024  , 212.4559324892498   , 213.685419385999    , 211.32445349599948  , 215.78070635699987  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , benchmark_runtime_ycsb_s               , Maximum YCSB elapsed time in the workload CSV.                                                                     , s           , 10, 211.6               , 1.577621275493231     , 212.0               , 210.25              , 212.75              , 209.0               , 214.0               ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_start_run_s                  , Migration-start event time relative to run start.                                                                  , s           , 10, 113.09371677210001  , 1.2376103866929922    , 113.80006856949967  , 111.91046880700014  , 114.11671512199973  , 111.41585037100047  , 114.21090863300014  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_end_run_s                    , Migration-end event time relative to run start.                                                                    , s           , 10, 222.9618826550997   , 7.931764989328337     , 225.9753824669997   , 223.28903958424965  , 226.59567749875032  , 201.00284476399972  , 227.01859268299995  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_start_ycsb_s                 , Migration-start event time relative to benchmark start.                                                            , s           , 10, 100.10424343480008  , 0.0003480583710633517 , 100.10417471299934  , 100.10405082075113  , 100.10439098125062  , 100.10367951300032  , 100.10497343600035  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_end_ycsb_s                   , Migration-end event time relative to benchmark start.                                                              , s           , 10, 209.9724093177998   , 7.24342506333406      , 212.143406831       , 210.94558840099947  , 212.94972517225006  , 189.6913472299984   , 214.4599808870007   ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_duration_event_s             , Host event interval from migration_started to migration_end.                                                       , s           , 10, 109.8681658829997   , 7.243413801152039     , 112.03926424649944  , 110.84144953424949  , 112.84565828724953  , 89.58699439299924   , 114.35500745100036  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_duration_qmp_s               , QEMU query-migrate total-time converted from ms to s.                                                              , s           , 10, 109.78329999999998  , 7.274425109778623     , 111.895             , 110.8325            , 112.76075           , 89.394              , 114.227             ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , migration_downtime_ms                  , QEMU query-migrate downtime.                                                                                       , ms          , 10, 61.7                , 112.94152862826361    , 26.0                , 23.5                , 29.5                , 22.0                , 383.0               ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , pre_throughput_ops_s                   , Mean throughput during the 20 s immediately before migration or relocation.                                        , operations/s, 10, 2144.245            , 75.02150228804773     , 2185.35             , 2094.7375           , 2194.2625           , 1981.7              , 2204.85             , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , during_throughput_ops_s                , Mean throughput while migration is active.                                                                         , operations/s, 10, 2055.63125351482    , 16.21092619366062     , 2059.3774160524163  , 2054.449601769911   , 2066.1374098951505  , 2020.2064912280703  , 2072.473214285714   , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , post_0_10_throughput_ops_s             , "Mean throughput in the nominal (0, 10] s interval after completion/resumption."                                   , operations/s,  1, 1905.9              ,                       , 1905.9              , 1905.9              , 1905.9              , 1905.9              , 1905.9              , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , post_10_30_throughput_ops_s            , "Mean throughput in the nominal (10, 30] s interval after completion/resumption."                                  , operations/s,  1, 2137.7272727272725  ,                       , 2137.7272727272725  , 2137.7272727272725  , 2137.7272727272725  , 2137.7272727272725  , 2137.7272727272725  , YCSB/pgstats rows are interval-end reports selected with elapsed_sec > start and elapsed_sec <= end.                                                                                                                                                                                                                               , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , total_transferred_gib                  , Total RAM migration data transferred.                                                                              , GiB         , 10, 13.852072577830404  , 0.9306028174406006    , 14.123092023655772  , 13.991193379973993  , 14.229596100281924  , 11.242034398019314  , 14.420081715099514  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , precopy_transferred_gib                , RAM transferred during precopy.                                                                                    , GiB         , 10, 13.821336703374982  , 0.9305234729722536    , 14.090941211208701  , 13.958634972805157  , 14.200973190600052  , 11.212180254980922  , 14.387233854271472  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , postcopy_transferred_gib               , RAM transferred during postcopy.                                                                                   , GiB         , 10, 0.0                 , 0.0                   , 0.0                 , 0.0                 , 0.0                 , 0.0                 , 0.0                 ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , downtime_transferred_gib               , RAM transferred while the VM was stopped.                                                                          , GiB         , 10, 0.030334950610995292, 0.002881636686606618  , 0.02976007480174303 , 0.028015236603096128, 0.033187407767400146, 0.0264304056763649  , 0.034136549569666386,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , transfer_amplification                 , Total transferred RAM divided by configured guest RAM.                                                             , x guest RAM , 10, 1.7315090722288005  , 0.11632535218007507   , 1.7653865029569715  , 1.748899172496749   , 1.7786995125352405  , 1.4052542997524142  , 1.8025102143874392  ,                                                                                                                                                                                                                                                                                                                                    , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , median_active_dirty_pages_s            , Median positive QEMU dirty-pages-rate across active and postcopy-active samples.                                   , pages/s     , 10, 32551.15            , 252.5296517243074     , 32624.5             , 32421.875           , 32747.75            , 32095.0             , 32804.0             , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , median_active_dirty_mib_s              , Median active dirty-pages-rate converted using the reported page size.                                             , MiB/s       , 10, 127.1529296875      , 0.9864439520480758    , 127.439453125       , 126.64794921875     , 127.9208984375      , 125.37109375        , 128.140625          , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , active_dirty_sample_count              , Number of positive dirty-pages-rate samples in active or postcopy-active QMP states.                               , samples     , 10, 424.6               , 36.917926991278016    , 437.0               , 430.0               , 439.5               , 321.0               , 445.0               , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , median_active_transfer_mib_s           , "Median positive QEMU RAM transfer rate across active and postcopy-active samples, converted from Mbit/s to MiB/s.", MiB/s       , 10, 129.00417804718018  , 0.0003581678764028661 , 129.00429725646973  , 129.0039753913879   , 129.00436401367185  , 129.00352478027344  , 129.00464057922363  , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
Precopy_Nonconvergent_16T          , active_transfer_sample_count           , Number of positive RAM-transfer-rate samples in active or postcopy-active QMP states.                              , samples     , 10, 545.4               , 36.561060038121305    , 556.0               , 550.5               , 560.5               , 443.0               , 568.0               , Only positive samples whose QMP migration status is active or postcopy-active are included; completed and device states are excluded.                                                                                                                                                                                              , 2026-07-21-final-v2, 7b04743fd3a5482acb5a3b5886c9cf8f78bdf897348a36733df3e0b621b0af1c, experimental run, "The experimental run is the statistical unit. Per-run values are aggregated across valid runs using arithmetic mean, sample SD (ddof=1), median, pandas linear-interpolation quartiles, minimum, and maximum."
